Timestamp,Total CPU Usage,Container Name,Container CPU Usage
1721667489.4062095,22.2,scaphandre,13.082330345710627
1721667490.4208374,17.0,scaphandre,9.431435768261965
1721667492.4248414,22.2,ce-p4-1-0,12.510523038605232
1721667492.4248414,22.2,scaphandre,9.052808564231738
1721667496.433749,22.3,ce-p4-1-0,12.5570875
1721667496.433749,22.3,scaphandre,8.945149625935162
1721667500.44324,22.1,ce-p4-1-0,12.683459595959595
1721667500.44324,22.1,scaphandre,8.81819774718398
